ofertas,Empresa,Rango_Salario,Publicado,Link
Medico general / oncologia,APLISALUD S.A IPS,"$4 a $4,5 millones",24 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/medico-general-oncologia/1884453878
Asistente de proyecto (ingles avanzado) - manejo de sistema pharmaestro y my learning,MANPOWER,"$4 a $4,5 millones",24 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-proyecto-ingles-avanzado-manejo-de-sistema-pharmaestro-y-my-learning/1884453308
Analista de desarrollo,CFA Cooperativa Financiera,"$4 a $4,5 millones",24 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-de-desarrollo/1884403163
Comprador de accesorios,Manufacturas Eliot,"$4 a $4,5 millones",24 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/comprador-de-accesorios/1884454332
Ingeniero desarrollador,UNIMINUTO,"$4 a $4,5 millones",24 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-desarrollador/1884452990
Jefe de desarrollo area de tecnologia,DELTA A SALUD LTDA,"$4 a $4,5 millones",24 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-desarrollo-area-de-tecnologia/1884452927
Lider de innovacion-desarrollo de producto,Empresa confidencial,"$4 a $4,5 millones",23 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/lider-de-innovaciondesarrollo-de-producto/1884452534
Medico consulta bogota,GRUPO EMI S.A.S,"$4 a $4,5 millones",22 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/medico-consulta-bogota/1884452324
Desarrollador .net  api management,MANPOWER,"$4 a $4,5 millones",22 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-net-api-management/1884452110
Jefe de mercadeo,Alimentos Santillana,"$4 a $4,5 millones",22 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-mercadeo/1884452128
Docente de tiempo completo ingenieria industrial,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/docente-de-tiempo-completo-ingenieria-industrial/1884450509
Asesor comercial externo de credito  de libranza e hipotecario,ACTIVOS S.A.S.,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-externo-de-credito-de-libranza-e-hipotecario/1884450996
Desarrollador de software junior,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-de-software-junior/1884450453
Coordinador entrenamiento gerencia comercial,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-entrenamiento-gerencia-comercial/1884451364
Profesional ii de nomina y contratacion- 220126,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-ii-de-nomina-y-contratacion-/1884450905
Ejecutivo comercial,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-comercial/1884451265
Abogado - pereira,LA EQUIDAD SEGUROS,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/abogado-pereira/1884450229
Coordinador  qaqc,TECNITANQUES,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-qaqc/1884451609
Analista de facturacion,ADECCO COLOMBIA S A,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-de-facturacion/1884451483
Abogado,THT SAS,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/abogado/1884450776
Profesional de procesos y operaciones / especializacion / 2 anos de experiencia,CAFAM,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-de-procesos-y-operaciones-especializacion-anos-de-experiencia/1884450277
Desarrollador software,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-software/1884451497
Lider entrenador servicio al cliente,WINNER GROUP S.A.,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/lider-entrenador-servicio-al-cliente/1884363128
Desarrollador de java *,SERDAN SA,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-de-java-/1884451667
"Asesor comercial excelentes comisiones, bogota",ADECCO COLOMBIA S A,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-excelentes-comisiones-bogota/1884451643
Ingeniero comercial,TRONEX S.A.S,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-comercial/1884450844
Analista estadistico,ADECCO COLOMBIA S A,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-estadistico/1884450743
Desarrollador de software senior java jee,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-de-software-senior-java-jee/1884450246
Asesores comerciales especializados - bogota,METLIFE SEGUROS DE VIDA S.A.,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/asesores-comerciales-especializados-bogota/1884451009
Docente de tiempo completo ingenieria industrial,Empresa confidencial,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/docente-de-tiempo-completo-ingenieria-industrial/1884450509
"Gestor comercial hipotecario, excelentes comisiones-bogota",ADECCO COLOMBIA S A,"$4 a $4,5 millones",21 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gestor-comercial-hipotecario-excelentes-comisionesbogota/1884451647
Profesional de procesos y operaciones  especializacion,CAFAM,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-de-procesos-y-operaciones-especializacion/1884449943
Medico consulta bogota,GRUPO EMI S.A.S,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/medico-consulta-bogota/1884449913
Coordinador de formacion y gestion de cambio,Politecnico Grancolombiano,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-formacion-y-gestion-de-cambio/1884448125
Jefe de ventas,SMART TRAINING SOCIETY SAS,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-ventas/1884448714
Jefe de centro de distribucionsenior,Openmarket,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-centro-de-distribucionsenior/1884449338
Gerente de oficina (bogota),Empresa confidencial,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-de-oficina-bogota/1884448303
Desarrollador back,NOVATEC,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-back/1884448438
Ejcutivo de cuenta -seguros gererales panama,CORRECOL,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ejcutivo-de-cuenta-seguros-gererales-panama/1884449273
Consultor(a) comercial,Empresa confidencial,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/consultora-comercial/1884448209
Coordinador de interoperabilidad,Fundacion Cardio Infantil  - FCI,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-interoperabilidad/1884448975
Gerente de proyectos ti,ASIC S.A.,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-de-proyectos-ti/1884449464
Analista de seleccion - bogota,SURA,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-de-seleccion-bogota/1884348147
Desarrollador de software.,CONSEJO COLOMBIANO DE SEGURIDAD,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-de-software/1884448275
Scrum master,SII COLOMBIA SAS,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/scrum-master/1884449493
Desarrollador salesforce junior,Credifamilia CF,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-salesforce-junior/1884448649
Ingeniero de desarrollo,Empresa confidencial,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-desarrollo/1884449731
Profesional de plataformas-administrador de aplicaciones,SERVIOLA S.A.S.,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-de-plataformasadministrador-de-aplicaciones/1884449438
Desarrollador junior salesforce - compania de financiamiento,Credifamilia CF,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-junior-salesforce-compania-de-financiamiento/1884448190
"Ingeniero de desarrollo.net, java,cobol,html",SUMMAR PRODUCTIVIDAD S.A.S,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-desarrollonet-javacobolhtml/1884448210
Profesional de calidad en salud,Empresa confidencial,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-de-calidad-en-salud/1884449274
Coordinador de planeacion financiera,A SU SERVICIO TEMPORALES SAS,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-planeacion-financiera/1884448494
Terapeuta fisica,Clinicos Programas de Atencion Integral  S.A.S. IPS,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/terapeuta-fisica/1884449620
Especialista de desarrollo,Empresa confidencial,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/especialista-de-desarrollo/1882911584
Coordinador gestion humana,Empresa confidencial,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-gestion-humana/1884370566
Coordinador de interoperabilidad,Fundacion Cardio Infantil  - FCI,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-interoperabilidad/1884448975
Desarrollador junior salesforce - compania de financiamiento,Credifamilia CF,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-junior-salesforce-compania-de-financiamiento/1884448190
Consultor(a) comercial,Empresa confidencial,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/consultora-comercial/1884448209
Gerente de proyectos ti,ASIC S.A.,"$4 a $4,5 millones",20 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-de-proyectos-ti/1884449464
Programadores de bases de datos,TELEPERFORMANCE COLOMBIA S.A.S,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/programadores-de-bases-de-datos/1884447072
Gerente de cuenta bilingue urgente,ACTIVOS S.A.S.,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-de-cuenta-bilingue-urgente/1884447703
Cirujano maxilofacial,Compensar,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/cirujano-maxilofacial/1884447265
Profesional en liderazgo funcional,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-en-liderazgo-funcional/1884447394
Tecnico pro c senior,GRUPO SOLUCIONES HORIZONTE,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/tecnico-pro-c-senior/1884447696
Desarrollador .net core,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-net-core/1884447148
Jefe de planta,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-planta/1884446335
Jefe de proyectos - pmo,PERMODA S.A,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-proyectos-pmo/1884447509
Coordinador de impuestos,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-impuestos/1884290762
Visitadora medica,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/visitadora-medica/1884442345
Cirujano maxilofacial- sede facatativa,Compensar,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/cirujano-maxilofacial-sede-facatativa/1884446527
Desarrollador senior,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-senior/1884447558
Residente electromecanico,ADECCO COLOMBIA S A,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/residente-electromecanico/1884447231
Cirujano maxilofacial- sede facatativa,Compensar,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/cirujano-maxilofacial-sede-facatativa/1884446527
Desarrollador senior,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-senior/1884447558
Director de sede gimnasio bogota,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/director-de-sede-gimnasio-bogota/1884446771
Analista funcional - sector financiero,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-funcional-sector-financiero/1884447667
Gerente de cuenta bilingue urgente,ACTIVOS S.A.S.,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-de-cuenta-bilingue-urgente/1884447703
Analista juridico,ACH COLOMBIA S.A.,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-juridico/1884447392
Asesor call center ventas - excelentes oportunidad laboral,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/asesor-call-center-ventas-excelentes-oportunidad-laboral/1884446221
Desarrollador .net core,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-net-core/1884447148
Cirujano maxilofacial,Compensar,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/cirujano-maxilofacial/1884447265
Jefe de contabilidad,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-contabilidad/1884446658
Gerente comercial btl,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-comercial-btl/1884447226
Profesional en liderazgo funcional,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-en-liderazgo-funcional/1884447394
Coordinador de impuestos,Empresa confidencial,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-impuestos/1884290762
"Ingeniero de desarrollo.net, java,cobol,html",SUMMAR PRODUCTIVIDAD S.A.S,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-desarrollonet-javacobolhtml/1884447253
Ingeniero de sistemas con experiencia en desarrollo,SUMMAR PRODUCTIVIDAD S.A.S,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-sistemas-con-experiencia-en-desarrollo/1884446809
Jefe de proyectos - pmo,PERMODA S.A,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-proyectos-pmo/1884447509
Tecnico pro c senior,GRUPO SOLUCIONES HORIZONTE,"$4 a $4,5 millones",19 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/tecnico-pro-c-senior/1884447646
Medico consulta bogota,GRUPO EMI S.A.S,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/medico-consulta-bogota/1884444826
Ingeniero bi junior (bogota),ADECCO COLOMBIA S A,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-bi-junior-bogota/1884444390
Director de interventoria,KPMG,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/director-de-interventoria/1884445535
Ingeniero de desarrollo rpg as400,Empresa confidencial,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-desarrollo-rpg-as/1884445022
Agente de lectura,Empresa confidencial,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/agente-de-lectura/1884331953
Analista bi big data- profesional titulado,DAR AYUDA TEMPORAL S.A,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-bi-big-data-profesional-titulado/1884444067
Coordinador juridico,KPMG,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-juridico/1884445584
Desarrollador se sofware,CONSEJO COLOMBIANO DE SEGURIDAD,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-se-sofware/1884444168
Coordinador tesoreria planeacion bilingue ingles,GRUPO ACCION PLUS,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-tesoreria-planeacion-bilingue-ingles/1884444472
Ingeniero bi junior (bogota),ADECCO COLOMBIA S A,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-bi-junior-bogota/1884444390
Ingeniero de desarrollo de software - .net,Colmedica,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-desarrollo-de-software-net/1884444461
Gerente de proyectos sociales,ADECCO COLOMBIA S A,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-de-proyectos-sociales/1884445333
Coordinador operativo logistica,Scain Administracion e Ingenieria SAS,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-operativo-logistica/1884445166
Jefe de operaciones,Empresa confidencial,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-operaciones/1884444748
Call center ventas - excelentes comisiones,Empresa confidencial,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/call-center-ventas-excelentes-comisiones/1884444522
Jefe de desarrollo area tecnologia,DELTA A SALUD LTDA,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-desarrollo-area-tecnologia/1884444008
Administrador de infraestructura ti,MANPOWER,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/administrador-de-infraestructura-ti/1884444200
Desarrollador javascript,Empresa confidencial,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-javascript/1884444534
Coordinador de licitaciones,Grupo Nutresa,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-licitaciones/1884444660
Desarrollador java,ASESORIAS SERVICIOS Y NEGOCIOS SAS,"$4 a $4,5 millones",18 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-java/1884445419
Ingeniero desarrollo de maquilas,Team Foods Colombia,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-desarrollo-de-maquilas/1884442042
Coordinador junior de marca y comunicaciones // bogota,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-junior-de-marca-y-comunicaciones-bogota/1884442166
Ingeniero desarrollo de maquilas,Team Foods Colombia,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-desarrollo-de-maquilas/1884442042
Agentes comerciales call center - tecnicos o tecnologos,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/agentes-comerciales-call-center-tecnicos-o-tecnologos/1884442099
Lider de compras y contratacion,CAVIPETROL,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/lider-de-compras-y-contratacion/1884442505
Desarrolador senior,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrolador-senior/1884441565
Call center ventas - excelentes comisiones,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/call-center-ventas-excelentes-comisiones/1884442350
Gerente comercial- barranquilla,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gerente-comercial-barranquilla/1884441625
Analista de seguridad de la informacion - vulnerabilidad,ACH COLOMBIA S.A.,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-de-seguridad-de-la-informacion-vulnerabilidad/1884442441
Especialista de ventas hospitalarias,Allegis Global Solutions,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/especialista-de-ventas-hospitalarias/1884442090
Coordinador de planeacion estrategica,MEDIMAS EPS,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-planeacion-estrategica/1884441716
Profesional senior comunicacion digital,Enel-Codensa y Enel-Emgesa,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-senior-comunicacion-digital/1884442438
Jefe de departamento tecnico y desarrollo,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-departamento-tecnico-y-desarrollo/1884442662
Ingeniero senior de soporte,Vision Software,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-senior-de-soporte/1884441847
Jefe de investigacion y desarrollo,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-investigacion-y-desarrollo/1884442659
Jefe de logistica,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-logistica/1884442628
Contador cadena restaurante bogota,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/contador-cadena-restaurante-bogota/1884443886
Docente medico especialista en medicina del trabajo,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/docente-medico-especialista-en-medicina-del-trabajo/1884442626
Docente posgrados pensamiento estrategico y prospectiva - habilidades gerenciales,Politecnico Grancolombiano,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/docente-posgrados-pensamiento-estrategico-y-prospectiva-habilidades-gerenciales/1884441586
Analista de comunicaciones,ACH COLOMBIA S.A.,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-de-comunicaciones/1884442179
Coordinador junior de marca y comunicaciones // bogota,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-junior-de-marca-y-comunicaciones-bogota/1884442166
Psicologo con doctorado culminado,Empresa confidencial,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/psicologo-con-doctorado-culminado/1884441791
Analista de comunicaciones,ACH COLOMBIA S.A.,"$4 a $4,5 millones",17 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/analista-de-comunicaciones/1884442179
Director negocios estrategicos experiencia en corretaje y clientes coporativos,MedPlus Group,"$4 a $4,5 millones",16 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/director-negocios-estrategicos-experiencia-en-corretaje-y-clientes-coporativos/1884441361
"Ingeniero de datos (sql, etl's, oracle, teradata, netezza)",Empresa confidencial,"$4 a $4,5 millones",16 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-datos-sql-etls-oracle-teradata-netezza/1884441332
Ingeniero de proyectos estructuras semi senior,Empresa confidencial,"$4 a $4,5 millones",13 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-proyectos-estructuras-semi-senior/1884337135
Gestor de activos inmobiliarios,Cencosud Colombia,"$4 a $4,5 millones",10 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/gestor-de-activos-inmobiliarios/1884430726
Desarrollador java,Excel Credit SAS,"$4 a $4,5 millones",9 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-java/1884430216
Desarrollador java,Empresa confidencial,"$4 a $4,5 millones",7 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-java/1884428611
Desarrollador junior fullstack react -      nodejs,KIBERNUM SAS,"$4 a $4,5 millones",6 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-junior-fullstack-react-nodejs/1884421569
Profesional iii ecosistemas daviplata,Seguros Bolivar,"$4 a $4,5 millones",6 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-iii-ecosistemas-daviplata/1884427820
Director de programa derecho,Empresa confidencial,"$4 a $4,5 millones",6 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/director-de-programa-derecho/1884428198
Senior de datos personales,Colmedica,"$4 a $4,5 millones",6 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/senior-de-datos-personales/1884340040
Profesional iii canales banca ptrimonial.  davivienda. bogota,Seguros Bolivar,"$4 a $4,5 millones",5 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/profesional-iii-canales-banca-ptrimonial-davivienda-bogota/1884426469
Asesor de venta turistica bogota,Empresa confidencial,"$4 a $4,5 millones",3 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-venta-turistica-bogota/1884221149
Director tics,Empresa confidencial,"$4 a $4,5 millones",3 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/director-tics/1884423064
Director de operaciones / sector seguros,ADECCO COLOMBIA S A,"$4 a $4,5 millones",3 Feb 2020,https://www.elempleo.com/co/ofertas-trabajo/director-de-operaciones-sector-seguros/1884369082
Ejecutivo comercial,Empresa confidencial,"$4 a $4,5 millones",28 Ene 2020,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-comercial/1883978229
Director de riesgo de credito,JURISCOOP,"$4 a $4,5 millones",28 Ene 2020,https://www.elempleo.com/co/ofertas-trabajo/director-de-riesgo-de-credito/1884413112
Desarrollador java spring / angular/jsf,Everis,"$4 a $4,5 millones",24 Ene 2020,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-java-spring-angularjsf/1884409303
Coordinador  academidico ingenieria de sistemas,Empresa confidencial,"$4 a $4,5 millones",20 Ene 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-academidico-ingenieria-de-sistemas/1884399750
Director de programa derecho,Empresa confidencial,"$4 a $4,5 millones",20 Ene 2020,https://www.elempleo.com/co/ofertas-trabajo/director-de-programa-derecho/1884400977
Coordinador  academidico ingenieria de sistemas,Empresa confidencial,"$4 a $4,5 millones",17 Ene 2020,https://www.elempleo.com/co/ofertas-trabajo/coordinador-academidico-ingenieria-de-sistemas/1884397688
